Original_id,Tag,Question,Answer,Source
50, FAQs on Computation of Tax ,what is alternate minimum tax,"For details on alternate minimum tax AMT refer to tutorial on n , Minimum Alternate Tax and Alternate Minimum Tax , ,",Original
51, FAQs on Payment of Taxes ,how to deposit self assessment tax or advance tax to the credit of government,"Self Assessment Tax or Advance Tax is to be deposited to the credit of Government by using the challan prescribed in this behalf, i.e., n , ITNS 280 , . The Challan can be downloaded from www.incometaxindia.gov.in Tax can be paid in the designated banks through two modes, viz., physical mode, i.e., cash cheque or e payment mode by using debit xa0card or internet banking. In case you are not able to download challan after the e payment, then challan details will be updated in your , Form 26AS , after xa0few days.",Original
52, FAQs on Payment of Taxes ,what is self assessment tax,"Tax paid by assessee after the 31 , st , March but before filing of return of income is called self  assessment tax . , Self assessment tax can be deposited through , challan ITNS 280 , by online mode or by hard copy of challan via the designated bank.",Original
53, FAQs on Payment of Taxes ,what is the timing of e payment of taxes,", , All direct taxes can be deposited any time 24X7 electronically E payment mode by using internet banking or debit card.",Original
54," FAQs on the Income Declaration Scheme, 2016 ",where an undisclosed income in the form of investment in asset is declared under the scheme and tax surcharge and penalty is paid on the fair market value of the asset as on 01 06 2016 then will the declarant be liable for capital gains on sale of such,"Yes, the declarant will be liable for capital gains under the Income tax Act on sale of such asset in future. As per the current provisions of the Income tax Act, the capital gains is computed by deducting cost of acquisition from the sale price. However, since the asset will be taxed at its fair market value the cost of acquisition for the purpose of Capital Gains shall be the fair market value as on 01.06.2016 and the period of holding shall start from the said date i.e. the date of determination of fair market value for the purposes of the Scheme .",Original
55," FAQs on the Income Declaration Scheme, 2016 ",where a notice under section 142 1 143 2 148 153a 153c of the income tax act has been issued to a person for an assessment year will he be ineligible from making a declaration under the scheme,"The person will only be ineligible from declaration for those assessment years for which a notice under n , section 142 1 , , 143 2 , , 148 , , 153A , , 153C , is issued and the proceeding is pending before the Assessing Officer. He is free to declare undisclosed income for other years for which no notice under above referred sections has been issued. ,",Original
56," FAQs on the Income Declaration Scheme, 2016 ",as per the scheme declaration cannot be made where an undisclosed asset has been acquired during any previous year relevant to an assessment year for which a notice under section 142 143 2 148 153a or 153c of the income tax act has been issued if th,"The declarant will not be eligible for declaration under the Scheme where the undisclosed income relates to the assessment year in respect of which notice under n , section 142 , , n , 143 2 , , n , 148 , , n , 153A , or n , 153C , of the Income tax Act has been issued and served on the declarant on or before 31 , st , day of May, 2016. The declarant is required to file a declaration regarding receipt of any such notice in n , Form 1 , .",Original
57," FAQs on the Income Declaration Scheme, 2016 ",in a case where the undisclosed income is represented in the form of investment in asset and such asset is partly from income that has been assessed to tax earlier then what shall be the method of computation of undisclosed income represented by such und,"As per sub rule 2 of rule 3 of the Income Declaration Scheme Rules, 2016, where investment in any asset is partly from an income which has been assessed to tax, the undisclosed income represented in form of such asset will be the fair market value of the asset determined in accordance with sub rule 1 of rule 3 as reduced by an amount which bears to the value of the asset as on the 1.6.2016, the same proportion as the assessed income bears to the total cost of the asset. This is illustrated by an example as under , Investment in acquisition of asset in previous year 2013 14 is of Rs.500 out of which Rs.200 relates to income assessed to tax in A.Y. 2012 13 and Rs.300 is from undisclosed income pertaining to previous year 2013 14. The fair market value of the asset as on 01.06.2016 is Rs.1500. The undisclosed income represented by this asset under the scheme shall be , n , n , n , 1500 minus 1500 , 200 , Rs.900 , xa0 ,   , n , 500 , xa0 ,",Original
58," FAQs on the Income Declaration Scheme, 2016 ",can a declaration be made of undisclosed income which has been assessed to tax and the case is pending before an appellate authority,"As per n section 189 of the Finance Act, 2016, the declarant is not entitled to re open any assessment or reassessment made under the Income tax Act. Therefore, he is not entitled to avail the tax compliance in respect of such income. However, he can declare other undisclosed income for the said assessment year which has not been assessed under the Income tax Act. ,",Original
59," FAQs on the Income Declaration Scheme, 2016 ",can a person against whom a search survey operation has been initiated file declaration under the scheme,"xa0 , a , The person is not eligible to make a declaration under the Scheme if a search has been initiated and the time for issuance of notice under n , section 153A , has not expired, even if such notice for the relevant assessment year has not been issued. In this case, however, the person is eligible to file a declaration in respect of an undisclosed income in relation to an assessment year which is prior to assessment years relevant for the purpose of notice under n , section 153A , . , xa0 , b , In case of survey operation the person is barred from making a declaration under the Scheme in respect of an undisclosed income in which the survey was conducted. The person is, however, eligible to make a declaration in respect of an undisclosed income of any other previous year. ,",Original
